ensembl_gene_id	description
FBgn0086698	fritz [Source:FlyBase gene name;Acc:FBgn0086698]
FBgn0031359	
FBgn0000579	Enolase [Source:FlyBase gene name;Acc:FBgn0000579]
FBgn0260648	
FBgn0031360	
FBgn0031361	
FBgn0264494	
FBgn0027597	
FBgn0031364	
FBgn0041249	Gustatory receptor 22f [Source:FlyBase gene name;Acc:FBgn0041249]
FBgn0031365	
FBgn0045497	Gustatory receptor 22e [Source:FlyBase gene name;Acc:FBgn0045497]
FBgn0045498	Gustatory receptor 22d [Source:FlyBase gene name;Acc:FBgn0045498]
FBgn0045499	Gustatory receptor 22c [Source:FlyBase gene name;Acc:FBgn0045499]
FBgn0045500	Gustatory receptor 22b [Source:FlyBase gene name;Acc:FBgn0045500]
FBgn0045501	Gustatory receptor 22a [Source:FlyBase gene name;Acc:FBgn0045501]
FBgn0051933	
FBgn0051664	
FBgn0031367	calcutta cup [Source:FlyBase gene name;Acc:FBgn0031367]
FBgn0262275	mir-2280 stem loop [Source:FlyBase gene name;Acc:FBgn0262275]
FBgn0051665	weary [Source:FlyBase gene name;Acc:FBgn0051665]
FBgn0051663	
FBgn0031372	
FBgn0031373	
FBgn0031374	
FBgn0011859	transfer RNA:gly3:22BCa [Source:FlyBase gene name;Acc:FBgn0011859]
FBgn0040719	
FBgn0053673	
FBgn0031375	earmuff [Source:FlyBase gene name;Acc:FBgn0031375]
FBgn0051942	transfer RNA:CR31942 [Source:FlyBase gene name;Acc:FBgn0051942]
FBgn0031376	Derlin-1 [Source:FlyBase gene name;Acc:FBgn0031376]
FBgn0031377	
FBgn0031378	
FBgn0031379	
FBgn0001125	Glutamate oxaloacetate transaminase 2 [Source:FlyBase gene name;Acc:FBgn0001125]
FBgn0031381	Niemann-Pick type C-2a [Source:FlyBase gene name;Acc:FBgn0031381]
FBgn0262148	
FBgn0043539	Odorant-binding protein 22a [Source:FlyBase gene name;Acc:FBgn0043539]
FBgn0053543	
FBgn0263441	
FBgn0040718	
FBgn0040717	Neuropeptide-like precursor 4 [Source:FlyBase gene name;Acc:FBgn0040717]
FBgn0051943	transfer RNA:CR31943 [Source:FlyBase gene name;Acc:FBgn0051943]
FBgn0051944	transfer RNA:CR31944 [Source:FlyBase gene name;Acc:FBgn0051944]
FBgn0031384	
FBgn0051939	transfer RNA:CR31939 [Source:FlyBase gene name;Acc:FBgn0051939]
FBgn0051940	transfer RNA:CR31940 [Source:FlyBase gene name;Acc:FBgn0051940]
FBgn0051669	transfer RNA:CR31669 [Source:FlyBase gene name;Acc:FBgn0051669]
FBgn0011860	transfer RNA:gly3:22BCb [Source:FlyBase gene name;Acc:FBgn0011860]
FBgn0259192	
FBgn0259230	lectin-22C [Source:FlyBase gene name;Acc:FBgn0259230]
FBgn0003557	Suppressor of deltex [Source:FlyBase gene name;Acc:FBgn0003557]
FBgn0028952	Kinetochore and EB1 associated basic protein [Source:FlyBase gene name;Acc:FBgn0028952]
FBgn0026396	Odorant receptor 22c [Source:FlyBase gene name;Acc:FBgn0026396]
FBgn0053516	dpr3 [Source:FlyBase gene name;Acc:FBgn0053516]
FBgn0031388	
FBgn0031389	
FBgn0004507	Glycogen phosphorylase [Source:FlyBase gene name;Acc:FBgn0004507]
FBgn0031390	tho2 [Source:FlyBase gene name;Acc:FBgn0031390]
FBgn0031391	
FBgn0027509	
FBgn0031392	Apoptosis inducing factor [Source:FlyBase gene name;Acc:FBgn0031392]
FBgn0031393	
FBgn0000097	anterior open [Source:FlyBase gene name;Acc:FBgn0000097]
FBgn0264082	
FBgn0051946	transfer RNA:CR31946 [Source:FlyBase gene name;Acc:FBgn0051946]
FBgn0031395	
FBgn0085201	
FBgn0051668	
FBgn0053124	
FBgn0031397	
FBgn0010288	Ubiquitin carboxy-terminal hydrolase [Source:FlyBase gene name;Acc:FBgn0010288]
FBgn0085203	
FBgn0031398	
FBgn0040715	
FBgn0259717	
FBgn0031399	missing oocyte [Source:FlyBase gene name;Acc:FBgn0031399]
FBgn0031401	papi [Source:FlyBase gene name;Acc:FBgn0031401]
FBgn0031403	
FBgn0010704	lethal (2) s5379 [Source:FlyBase gene name;Acc:FBgn0010704]
FBgn0262126	ghost [Source:FlyBase gene name;Acc:FBgn0262126]
FBgn0051679	Testis EndoG-Like 3 [Source:FlyBase gene name;Acc:FBgn0051679]
FBgn0052463	Testis EndoG-Like 2 [Source:FlyBase gene name;Acc:FBgn0052463]
FBgn0051682	Testis EndoG-Like 1 [Source:FlyBase gene name;Acc:FBgn0051682]
FBgn0031405	
FBgn0051686	
FBgn0262106	
FBgn0011832	Serine protease 12 [Source:FlyBase gene name;Acc:FBgn0011832]
FBgn0042186	
FBgn0042187	
FBgn0031406	Spermathecal endopeptidase 1 [Source:FlyBase gene name;Acc:FBgn0031406]
FBgn0031407	
FBgn0054049	
FBgn0250841	
FBgn0264084	
FBgn0264085	
FBgn0031409	
FBgn0051681	
FBgn0261523	
FBgn0031410	
FBgn0028570	robl22E [Source:FlyBase gene name;Acc:FBgn0028570]
FBgn0051949	
FBgn0031412	
FBgn0031413	
FBgn0031414	eyes shut [Source:FlyBase gene name;Acc:FBgn0031414]
FBgn0014010	Rab-protein 5 [Source:FlyBase gene name;Acc:FBgn0014010]
FBgn0261647	
FBgn0031417	
FBgn0031418	
FBgn0031419	
FBgn0031420	
FBgn0264672	EGF-domain O-GlcNAc transferase [Source:FlyBase gene name;Acc:FBgn0264672]
FBgn0031422	
FBgn0031423	
FBgn0264081	
FBgn0031424	Vesicular glutamate transporter [Source:FlyBase gene name;Acc:FBgn0031424]
FBgn0031426	
FBgn0051948	
FBgn0085477	
FBgn0085476	
FBgn0031428	
FBgn0000490	decapentaplegic [Source:FlyBase gene name;Acc:FBgn0000490]
FBgn0012017	transfer RNA:tyr1:22Fb [Source:FlyBase gene name;Acc:FBgn0012017]
FBgn0012016	transfer RNA:tyr1:22Fa [Source:FlyBase gene name;Acc:FBgn0012016]
FBgn0031429	
FBgn0015816	SLY-1 homologous [Source:FlyBase gene name;Acc:FBgn0015816]
FBgn0011818	out at first [Source:FlyBase gene name;Acc:FBgn0011818]
FBgn0031430	
FBgn0031431	
FBgn0031432	Cyp309a1 [Source:FlyBase gene name;Acc:FBgn0031432]
FBgn0041337	Cyp309a2 [Source:FlyBase gene name;Acc:FBgn0041337]
FBgn0026778	Radiation insensitive 1 [Source:FlyBase gene name;Acc:FBgn0026778]
FBgn0085343	
FBgn0031434	insensitive [Source:FlyBase gene name;Acc:FBgn0031434]
FBgn0031435	
FBgn0031436	
FBgn0031437	p16-ARC [Source:FlyBase gene name;Acc:FBgn0031437]
FBgn0026479	Dynamin related protein 1 [Source:FlyBase gene name;Acc:FBgn0026479]
FBgn0250835	
FBgn0031440	
FBgn0263322	
FBgn0264434	
FBgn0031441	
FBgn0264433	
FBgn0053125	
FBgn0031442	Proteasome beta4R1 subunit [Source:FlyBase gene name;Acc:FBgn0031442]
FBgn0026395	Odorant receptor 23a [Source:FlyBase gene name;Acc:FBgn0026395]
FBgn0031443	Proteasome beta4R2 subunit [Source:FlyBase gene name;Acc:FBgn0031443]
FBgn0031444	
FBgn0041248	Gustatory receptor 23a [Source:FlyBase gene name;Acc:FBgn0041248]
FBgn0051690	
FBgn0031446	
FBgn0031449	
FBgn0263564	mir-4914 stem loop [Source:FlyBase gene name;Acc:FBgn0263564]
FBgn0031450	Hepatocyte growth factor regulated tyrosine kinase substrate [Source:FlyBase gene name;Acc:FBgn0031450]
FBgn0031451	
FBgn0031452	Cwc25 [Source:FlyBase gene name;Acc:FBgn0031452]
FBgn0250906	Phosphoglycerate kinase [Source:FlyBase gene name;Acc:FBgn0250906]
FBgn0031453	
FBgn0031454	
FBgn0031455	snapin [Source:FlyBase gene name;Acc:FBgn0031455]
FBgn0031456	Transportin-Serine/Arginine rich [Source:FlyBase gene name;Acc:FBgn0031456]
FBgn0031457	
FBgn0031458	anterior pharynx defective 1 [Source:FlyBase gene name;Acc:FBgn0031458]
FBgn0026324	TBP-associated factor 10b [Source:FlyBase gene name;Acc:FBgn0026324]
FBgn0028398	TBP-associated factor 10 [Source:FlyBase gene name;Acc:FBgn0028398]
FBgn0019830	congested-like trachea [Source:FlyBase gene name;Acc:FBgn0019830]
FBgn0031459	
FBgn0031460	
FBgn0004242	Synaptotagmin 1 [Source:FlyBase gene name;Acc:FBgn0004242]
FBgn0264369	
FBgn0031461	dawdle [Source:FlyBase gene name;Acc:FBgn0031461]
FBgn0031462	
FBgn0031463	
FBgn0031464	Dual oxidase [Source:FlyBase gene name;Acc:FBgn0031464]
FBgn0031465	
FBgn0031466	
FBgn0031467	Cuticular protein 23B [Source:FlyBase gene name;Acc:FBgn0031467]
FBgn0031468	
FBgn0031469	
FBgn0031470	
FBgn0031471	
FBgn0031472	
FBgn0031473	
FBgn0015521	Ribosomal protein S21 [Source:FlyBase gene name;Acc:FBgn0015521]
FBgn0031474	
FBgn0051694	
FBgn0031476	
FBgn0031478	
FBgn0031479	Peroxiredoxin 6005 [Source:FlyBase gene name;Acc:FBgn0031479]
FBgn0051950	
FBgn0028970	beta subunit of type II geranylgeranyl transferase [Source:FlyBase gene name;Acc:FBgn0028970]
FBgn0024947	NTPase [Source:FlyBase gene name;Acc:FBgn0024947]
FBgn0041111	lilliputian [Source:FlyBase gene name;Acc:FBgn0041111]
FBgn0010263	RNA-binding protein 9 [Source:FlyBase gene name;Acc:FBgn0010263]
FBgn0024920	Ts [Source:FlyBase gene name;Acc:FBgn0024920]
FBgn0004584	Recombination repair protein 1 [Source:FlyBase gene name;Acc:FBgn0004584]
FBgn0260639	gamma-Tubulin at 23C [Source:FlyBase gene name;Acc:FBgn0260639]
FBgn0031483	
FBgn0031484	
FBgn0031485	
FBgn0250786	Chromodomain-helicase-DNA-binding protein 1 [Source:FlyBase gene name;Acc:FBgn0250786]
FBgn0025109	Bem46 [Source:FlyBase gene name;Acc:FBgn0025109]
FBgn0002989	okra [Source:FlyBase gene name;Acc:FBgn0002989]
FBgn0025681	
FBgn0031488	
FBgn0031489	
FBgn0031490	
FBgn0031491	alpha4GT1 [Source:FlyBase gene name;Acc:FBgn0031491]
FBgn0031492	
FBgn0031493	
FBgn0031494	
FBgn0031495	beta4GalNAcTB pilot [Source:FlyBase gene name;Acc:FBgn0031495]
FBgn0031496	
FBgn0031497	
FBgn0031498	
FBgn0243513	cornichon related [Source:FlyBase gene name;Acc:FBgn0243513]
FBgn0031500	
FBgn0031501	
FBgn0042627	v(2)k05816 [Source:FlyBase gene name;Acc:FBgn0042627]
FBgn0263847	
FBgn0003934	small nuclear RNA U5 at 23DE [Source:FlyBase gene name;Acc:FBgn0003934]
FBgn0027571	
FBgn0015600	toucan [Source:FlyBase gene name;Acc:FBgn0015600]
FBgn0005779	Protein phosphatase D6 [Source:FlyBase gene name;Acc:FBgn0005779]
FBgn0031504	
FBgn0031505	
FBgn0011648	Mothers against dpp [Source:FlyBase gene name;Acc:FBgn0011648]
FBgn0260817	glaikit [Source:FlyBase gene name;Acc:FBgn0260817]
FBgn0051953	
FBgn0014906	alpha/beta hydrolase2 [Source:FlyBase gene name;Acc:FBgn0014906]
FBgn0011985	transfer RNA:ser7:23Eb [Source:FlyBase gene name;Acc:FBgn0011985]
FBgn0085435	
FBgn0011984	transfer RNA:ser7:23Ea [Source:FlyBase gene name;Acc:FBgn0011984]
FBgn0051698	
FBgn0031512	
FBgn0085422	
FBgn0031513	
FBgn0031514	
FBgn0031515	
FBgn0031516	
FBgn0031518	
FBgn0031517	
FBgn0031519	
FBgn0031520	
FBgn0053281	
FBgn0053282	
FBgn0031522	
FBgn0031523	
FBgn0020445	Early gene at 23 [Source:FlyBase gene name;Acc:FBgn0020445]
FBgn0031526	
FBgn0085423	
FBgn0031528	
FBgn0031529	
FBgn0016698	Phosphotyrosyl phosphatase activator [Source:FlyBase gene name;Acc:FBgn0016698]
FBgn0259949	Seminal fluid protein 23F [Source:FlyBase gene name;Acc:FBgn0259949]
FBgn0259950	
FBgn0085204	
FBgn0031530	polypeptide GalNAc transferase 2 [Source:FlyBase gene name;Acc:FBgn0031530]
FBgn0031531	
FBgn0051952	
FBgn0031533	
FBgn0031534	Sorting nexin 1 [Source:FlyBase gene name;Acc:FBgn0031534]
FBgn0031535	
FBgn0031536	Cog3 [Source:FlyBase gene name;Acc:FBgn0031536]
FBgn0031537	sec5 [Source:FlyBase gene name;Acc:FBgn0031537]
FBgn0031538	
FBgn0005616	male-specific lethal 2 [Source:FlyBase gene name;Acc:FBgn0005616]
FBgn0263526	mir-4971 stem loop [Source:FlyBase gene name;Acc:FBgn0263526]
FBgn0021967	Pdsw [Source:FlyBase gene name;Acc:FBgn0021967]
FBgn0031540	
FBgn0051776	
FBgn0051956	polypeptide GalNAc transferase 4 [Source:FlyBase gene name;Acc:FBgn0051956]
FBgn0264549	
FBgn0261560	Thor [Source:FlyBase gene name;Acc:FBgn0261560]
FBgn0031542	
FBgn0014396	timeless [Source:FlyBase gene name;Acc:FBgn0014396]
FBgn0051954	
FBgn0053123	
FBgn0031544	
FBgn0031545	
FBgn0031546	
FBgn0031547	Scavenger receptor class C, type IV [Source:FlyBase gene name;Acc:FBgn0031547]
FBgn0031548	
FBgn0031549	Spindly [Source:FlyBase gene name;Acc:FBgn0031549]
FBgn0031550	Hippi [Source:FlyBase gene name;Acc:FBgn0031550]
FBgn0024244	drumstick [Source:FlyBase gene name;Acc:FBgn0024244]
FBgn0264370	
FBgn0264363	
FBgn0004892	sister of odd and bowl [Source:FlyBase gene name;Acc:FBgn0004892]
FBgn0264371	
FBgn0002985	odd skipped [Source:FlyBase gene name;Acc:FBgn0002985]
FBgn0015663	Dorothy [Source:FlyBase gene name;Acc:FBgn0015663]
FBgn0031554	
FBgn0000721	foraging [Source:FlyBase gene name;Acc:FBgn0000721]
FBgn0263523	mir-4972 stem loop [Source:FlyBase gene name;Acc:FBgn0263523]
FBgn0085369	
FBgn0259951	Seminal fluid protein 24Ba [Source:FlyBase gene name;Acc:FBgn0259951]
FBgn0259953	
FBgn0259952	Seminal fluid protein 24Bb [Source:FlyBase gene name;Acc:FBgn0259952]
FBgn0261054	Seminal fluid protein 24Bc [Source:FlyBase gene name;Acc:FBgn0261054]
FBgn0031558	
FBgn0031559	
FBgn0051779	Acp24A4 [Source:FlyBase gene name;Acc:FBgn0051779]
FBgn0263096	
FBgn0262721	
FBgn0031560	
FBgn0031561	
FBgn0031562	
FBgn0031563	
FBgn0259954	
FBgn0259955	
FBgn0259956	Seminal fluid protein 24C1 [Source:FlyBase gene name;Acc:FBgn0259956]
FBgn0259957	
FBgn0262621	
FBgn0031564	
FBgn0051778	
FBgn0051777	
FBgn0015376	cutlet [Source:FlyBase gene name;Acc:FBgn0015376]
FBgn0051955	
FBgn0031566	
FBgn0040104	lectin-24A [Source:FlyBase gene name;Acc:FBgn0040104]
FBgn0003386	Shaker cognate w [Source:FlyBase gene name;Acc:FBgn0003386]
FBgn0031568	
FBgn0263846	
FBgn0263842	
FBgn0262392	mir-1004 stem loop [Source:FlyBase gene name;Acc:FBgn0262392]
FBgn0263843	
FBgn0004893	brother of odd with entrails limited [Source:FlyBase gene name;Acc:FBgn0004893]
FBgn0051960	
FBgn0051958	
FBgn0031571	
FBgn0021800	lethal (2) k16918 [Source:FlyBase gene name;Acc:FBgn0021800]
FBgn0031573	
FBgn0003430	sloppy paired 1 [Source:FlyBase gene name;Acc:FBgn0003430]
FBgn0004567	sloppy paired 2 [Source:FlyBase gene name;Acc:FBgn0004567]
FBgn0031574	
FBgn0031575	
FBgn0051957	
FBgn0000256	cappuccino [Source:FlyBase gene name;Acc:FBgn0000256]
FBgn0051774	friend of echinoid [Source:FlyBase gene name;Acc:FBgn0051774]
FBgn0051773	
FBgn0264341	
FBgn0085205	
FBgn0031579	
FBgn0031580	
FBgn0264295	
FBgn0264296	
FBgn0000547	echinoid [Source:FlyBase gene name;Acc:FBgn0000547]
FBgn0086032	
FBgn0020376	Scavenger receptor class C, type III [Source:FlyBase gene name;Acc:FBgn0020376]
FBgn0014033	Scavenger receptor class C, type I [Source:FlyBase gene name;Acc:FBgn0014033]
FBgn0031585	
FBgn0026394	Odorant receptor 24a [Source:FlyBase gene name;Acc:FBgn0026394]
FBgn0051961	
FBgn0040102	lectin-24Db [Source:FlyBase gene name;Acc:FBgn0040102]
FBgn0031589	
FBgn0001075	fat [Source:FlyBase gene name;Acc:FBgn0001075]
FBgn0031590	
FBgn0003941	Ribosomal protein L40 [Source:FlyBase gene name;Acc:FBgn0003941]
FBgn0031591	
FBgn0031592	Arginine methyltransferase 2 [Source:FlyBase gene name;Acc:FBgn0031592]
FBgn0010473	turtle [Source:FlyBase gene name;Acc:FBgn0010473]
FBgn0028482	
FBgn0020762	ABC transporter expressed in trachea [Source:FlyBase gene name;Acc:FBgn0020762]
FBgn0262375	mir-1005 stem loop [Source:FlyBase gene name;Acc:FBgn0262375]
FBgn0031596	
FBgn0026319	TNF-receptor-associated factor 4 [Source:FlyBase gene name;Acc:FBgn0026319]
FBgn0031597	
FBgn0031598	
FBgn0261976	Psf2 [Source:FlyBase gene name;Acc:FBgn0261976]
FBgn0027560	Trehalose-6-phosphate synthase 1 [Source:FlyBase gene name;Acc:FBgn0027560]
FBgn0031600	
FBgn0022153	lethal (2) k05819 [Source:FlyBase gene name;Acc:FBgn0022153]
FBgn0053003	
FBgn0031601	Dim1 [Source:FlyBase gene name;Acc:FBgn0031601]
FBgn0031602	
FBgn0262357	
FBgn0051963	transfer RNA:CR31963 [Source:FlyBase gene name;Acc:FBgn0051963]
FBgn0085206	
FBgn0085207	
